Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
1998/2000,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,40.6
1999/2001,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,39.3
2000/2002,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,41.5
2001/2003,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,39
2002/2004,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,38.8
2003/2005,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,35.3
2004/2006,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,37.3
2005/2007,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79917930,28.3.2.2,37.1
1996/1998,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,49.4
1997/1999,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,48.9
1998/2000,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,47.9
1999/2001,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,46.5
2000/2002,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,48.8
2001/2003,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,46.1
2002/2004,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,45.9
2003/2005,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,42
2004/2006,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,44.1
2005/2007,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79917931,28.3.2.3,43.9
1996/1998,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,1
1997/1999,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,1
1998/2000,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,1
1999/2001,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,1
2000/2002,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,1
2001/2003,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,1
2002/2004,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,1
2003/2005,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,0
2004/2006,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,0
2005/2007,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79917932,28.3.2.4,0
1996/1998,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,..
1997/1999,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
1998/2000,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
1999/2001,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
2000/2002,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
2001/2003,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
2002/2004,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
2003/2005,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
2004/2006,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
2005/2007,"Winnipeg, Manitoba",46602,Females,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917933,28.3.2.5,0
1996/1998,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,45.3
1997/1999,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,44.6
1998/2000,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,46.4
1999/2001,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,48.2
2000/2002,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,52.3
2001/2003,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,53
2002/2004,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,52.3
2003/2005,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,50.6
2004/2006,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,49
2005/2007,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Cancer incidence,v79917934,28.3.3.1,46.1
1996/1998,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,41.6
1997/1999,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,41
1998/2000,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,42.7
1999/2001,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,44.4
2000/2002,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,48.4
2001/2003,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,49.1
2002/2004,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,48.5
2003/2005,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,46.8
2004/2006,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,45.3
2005/2007,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917935,28.3.3.2,42.5
1996/1998,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,49.3
1997/1999,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,48.6
1998/2000,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,50.5
1999/2001,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,52.3
2000/2002,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,56.5
2001/2003,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,57.2
2002/2004,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,56.5
2003/2005,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,54.7
2004/2006,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,53
2005/2007,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917936,28.3.3.3,50
1996/1998,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
1997/1999,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
1998/2000,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
1999/2001,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
2000/2002,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
2001/2003,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
2002/2004,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
2003/2005,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
2004/2006,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,1
2005/2007,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from total,v79917937,28.3.3.4,0
1996/1998,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,..
1997/1999,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
1998/2000,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
1999/2001,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
2000/2002,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
2001/2003,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
2002/2004,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
2003/2005,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
2004/2006,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
2005/2007,"Winnipeg, Manitoba",46602,Females,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917938,28.3.3.5,0
1996/1998,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,103.3
1997/1999,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,103.5
1998/2000,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,106.9
1999/2001,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,105.3
2000/2002,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,102.7
2001/2003,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,99.5
2002/2004,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,100.6
2003/2005,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,100.1
2004/2006,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,103.2
2005/2007,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Cancer incidence,v79917939,28.3.4.1,102.3
1996/1998,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,97.6
1997/1999,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,97.8
1998/2000,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,101.1
1999/2001,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,99.6
2000/2002,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,97.1
2001/2003,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,94
2002/2004,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,95.2
2003/2005,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,94.7
2004/2006,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,97.8
2005/2007,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"Low 95% confidence interval, cancer incidence",v79917940,28.3.4.2,96.9
1996/1998,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,109.3
1997/1999,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,109.4
1998/2000,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,113
1999/2001,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,111.3
2000/2002,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,108.6
2001/2003,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,105.3
2002/2004,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,106.4
2003/2005,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,105.8
2004/2006,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,109
2005/2007,"Winnipeg, Manitoba",46602,Females,Female breast cancer,"High 95% confidence interval, cancer incidence",v79917941,28.3.4.3,108
1996/1998,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
1997/1999,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
1998/2000,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
1999/2001,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
2000/2002,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
2001/2003,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
2002/2004,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
2003/2005,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
2004/2006,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
2005/2007,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from total,v79917942,28.3.4.4,1
1996/1998,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,..
1997/1999,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
1998/2000,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
1999/2001,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
2000/2002,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
2001/2003,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
2002/2004,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
2003/2005,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
2004/2006,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
2005/2007,"Winnipeg, Manitoba",46602,Females,Female breast cancer,Statistically different from reference period five years previous,v79917943,28.3.4.5,0
1996/1998,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,370.9
1997/1999,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,386.4
1998/2000,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,387.7
1999/2001,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,396.5
2000/2002,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,398.7
2001/2003,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,418.2
2002/2004,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,425.6
2003/2005,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,438.6
2004/2006,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,432.7
2005/2007,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917944,29.1.1.1,413.6
1996/1998,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,356.1
1997/1999,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,371.4
1998/2000,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,372.6
1999/2001,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,381.3
2000/2002,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,383.5
2001/2003,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,402.7
2002/2004,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,410
2003/2005,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,422.8
2004/2006,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,417
2005/2007,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917945,29.1.1.2,398.3
1996/1998,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,386.2
1997/1999,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,402
1998/2000,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,403.2
1999/2001,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,412.2
2000/2002,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,414.4
2001/2003,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,434.3
2002/2004,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,441.7
2003/2005,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,455
2004/2006,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,448.9
2005/2007,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917946,29.1.1.3,429.4
1996/1998,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,0
1997/1999,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
1998/2000,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
1999/2001,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
2000/2002,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
2001/2003,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
2002/2004,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
2003/2005,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
2004/2006,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
2005/2007,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917947,29.1.1.4,1
1996/1998,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,..
1997/1999,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
1998/2000,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
1999/2001,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
2000/2002,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
2001/2003,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
2002/2004,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
2003/2005,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
2004/2006,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
2005/2007,"Regina, Saskatchewan",47705,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917948,29.1.1.5,0
1996/1998,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,44.7
1997/1999,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,44.4
1998/2000,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,48.3
1999/2001,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,48.5
2000/2002,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,51.5
2001/2003,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,49.6
2002/2004,"Regina, Saskatchewan",47705,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79917949,29.1.2.1,54.1
